text,label,
"if I said she is an amazing artist, I would have misgendered them",not spam,
XD,not spam,
they are more,not spam,
let me go back to chemistry again,not spam,
XD,not spam,
and tbh  - just cz you dont see em as necessary doesn't mean everybody does...,not spam,
and that's smth you can sometimes just not understand...,not spam,
yeah,not spam,
exactly,not spam,
I believe they explain it here,not spam,
Not sure tho," and I can't check rn""",not spam
Just if you're curious,not spam,
"""what's going on??""",not spam,
"""my gender's going on"" or what",not spam,
but before that - our sponsor today is skillshare,not spam,
",uiklhdfsklhdsfgkhlkhldfsklhdfkhldfkhldfhkldsfirsiptohirgp+gr+i+g",spam,
G,spam,
jpgjdflkighjkjaldhgipoursr+g,spam,
giodfhgjkdfhgkoldg,spam,
´rgiodhfkghjkldfhgjkdfg+,spam,
ifghdkjfgbfdlkgvj,spam,
+iuourghiuordhgiopjdrklgijd+,spam,
üsdgfopiöhgdhjfopöglj+üf#,spam,
psdiolghs+#,spam,
gülskmopgikhsdffjg,spam,
+sdplgkiosdjbvlnökäsd#fgölkösdäljoökihgpöjdo,spam,
f++g#oüliksjdpiofüäo##sdfüoshfo,spam,
deez nutz,spam,
"well, how would you know how to refer to me if I didn't put my pronouns in my bio?",not spam,
